City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
545,Banda Aceh,5.56,95.32,80.58,79,100,0.92,moderate rain,ID,2020-11-08 14:19:45
546,Kitama,-10.72,39.73,87.8,55,20,17.22,few clouds,TZ,2020-11-08 14:19:46
547,Dwarka,22.24,68.97,82.08,55,0,12.03,clear sky,IN,2020-11-08 14:16:21
548,Juba,4.85,31.58,81.27,67,100,3.15,overcast clouds,SS,2020-11-08 14:18:01
549,Acara,-1.96,-48.2,91.22,52,39,5.97,scattered clouds,BR,2020-11-08 14:19:27
550,Kristiansund,63.11,7.73,44.6,75,75,6.93,broken clouds,NO,2020-11-08 14:19:46
551,Le Port,-20.94,55.29,75.2,73,75,17.22,broken clouds,RE,2020-11-08 14:19:46
552,Kanniyakumari,8.08,77.57,82.72,74,52,9.75,moderate rain,IN,2020-11-08 14:19:47
553,Yarada,17.65,83.27,77.0,65,0,3.36,haze,IN,2020-11-08 14:19:47
554,Emerald,-23.53,148.17,71.6,64,53,13.87,broken clouds,AU,2020-11-08 14:15:49
555,Ryotsu,38.08,138.43,48.13,63,1,25.9,clear sky,JP,2020-11-08 14:19:47
556,Borujerd,33.9,48.75,64.4,42,40,6.93,scattered clouds,IR,2020-11-08 14:15:06
557,Marzuq,14.4,46.47,78.06,33,58,11.07,broken clouds,YE,2020-11-08 14:12:20
558,Menzelinsk,55.73,53.1,41.0,93,90,17.9,light rain,RU,2020-11-08 14:15:18
559,Ngunguru,-35.62,174.5,52.0,94,0,7.9,clear sky,NZ,2020-11-08 14:19:48
560,Grand-Santi,4.25,-54.38,86.77,56,70,5.7,broken clouds,GF,2020-11-08 14:14:49
561,Dharmabad,18.9,77.85,67.03,53,0,6.29,clear sky,IN,2020-11-08 14:19:48
562,Nelson Bay,-32.72,152.15,57.99,87,90,6.11,overcast clouds,AU,2020-11-08 14:19:48
563,Svirstroy,60.8,33.72,35.87,81,0,9.46,clear sky,RU,2020-11-08 14:19:48
564,Barranca,-10.75,-77.77,64.2,76,94,8.81,overcast clouds,PE,2020-11-08 14:19:49
565,Sangmelima,2.93,11.98,77.54,81,7,0.69,moderate rain,CM,2020-11-08 14:19:49
566,Poniatowa,51.18,22.13,53.6,76,0,6.93,clear sky,PL,2020-11-08 14:19:49
567,Sechura,-5.56,-80.82,67.93,68,13,8.79,few clouds,PE,2020-11-08 14:15:08
568,Nitra,48.31,18.08,55.99,66,20,6.93,few clouds,SK,2020-11-08 14:19:49
569,Grajewo,53.65,22.46,47.23,78,100,4.76,overcast clouds,PL,2020-11-08 14:19:50
570,Turan,16.07,108.22,78.8,83,75,14.99,broken clouds,VN,2020-11-08 14:15:02
571,Yamada,39.47,141.95,44.4,59,0,8.86,clear sky,JP,2020-11-08 14:19:50
572,Jawhar,2.78,45.5,81.7,76,74,7.96,moderate rain,SO,2020-11-08 14:19:50
573,Wanaka,-44.7,169.15,39.2,73,0,4.27,clear sky,NZ,2020-11-08 14:19:50
574,Nome,64.5,-165.41,26.6,79,1,8.05,clear sky,US,2020-11-08 14:11:51
575,Tynda,55.17,124.72,-2.11,87,72,4.63,broken clouds,RU,2020-11-08 14:19:50
576,Paliseul,49.9,5.14,64.0,71,89,1.01,overcast clouds,BE,2020-11-08 14:19:51
577,Marystown,47.17,-55.15,42.01,100,18,1.01,few clouds,CA,2020-11-08 14:19:51
578,Eastbourne,50.77,0.28,60.01,90,100,1.99,overcast clouds,GB,2020-11-08 14:15:05
579,Zhuhai,22.28,113.57,80.6,73,0,9.17,clear sky,CN,2020-11-08 14:15:52
580,Barra Patuca,15.8,-84.28,81.45,75,54,13.76,broken clouds,HN,2020-11-08 14:19:51
581,Gamba,-2.65,10.0,78.64,85,100,11.43,light rain,GA,2020-11-08 14:15:06
582,Cururupu,-1.83,-44.87,85.51,61,83,9.62,broken clouds,BR,2020-11-08 14:19:51
583,Gayny,60.31,54.32,31.96,98,99,10.6,overcast clouds,RU,2020-11-08 14:19:52
584,Srednekolymsk,67.45,153.68,-4.58,92,92,6.35,overcast clouds,RU,2020-11-08 14:12:20
585,Ust-Tsilma,65.44,52.15,32.22,98,96,6.6,overcast clouds,RU,2020-11-08 14:15:23
586,Garissa,-0.45,39.64,92.46,37,63,10.92,broken clouds,KE,2020-11-08 14:19:52
587,Osmanabad,18.17,76.05,70.95,43,0,12.1,clear sky,IN,2020-11-08 14:19:52
588,Chimbarongo,-34.7,-71.05,69.01,59,0,4.7,clear sky,CL,2020-11-08 14:19:52
589,Gorom-Gorom,14.44,-0.24,95.25,10,1,12.71,clear sky,BF,2020-11-08 14:19:53
590,Masalli,34.8,126.66,50.0,57,75,14.99,broken clouds,KR,2020-11-08 14:19:53
591,Saint-Denis,48.92,2.33,63.0,77,75,8.05,broken clouds,FR,2020-11-08 14:14:59
592,Opuwo,-18.06,13.84,97.41,10,41,8.25,scattered clouds,NA,2020-11-08 14:19:53
593,Vaitape,-16.52,-151.75,79.23,76,0,11.18,light rain,PF,2020-11-08 14:15:30
594,Soyo,-6.13,12.37,84.2,74,40,8.05,scattered clouds,AO,2020-11-08 14:14:26
595,Fare,-16.7,-151.02,79.25,76,16,11.54,few clouds,PF,2020-11-08 14:15:36
596,Otjiwarongo,-20.46,16.65,96.8,10,18,3.36,few clouds,NA,2020-11-08 14:19:53
597,Belaya Gora,68.53,146.42,-8.41,91,98,2.66,overcast clouds,RU,2020-11-08 14:19:54
598,Ewa Beach,21.32,-158.01,78.8,78,1,4.7,clear sky,US,2020-11-08 14:15:40
599,Leisure City,25.5,-80.43,77.0,88,90,18.34,overcast clouds,US,2020-11-08 14:19:54
600,Laguna,38.42,-121.42,46.0,70,1,8.05,clear sky,US,2020-11-08 14:10:46
601,Morondava,-20.28,44.28,83.55,66,8,11.56,clear sky,MG,2020-11-08 14:15:39
602,Aketi,2.74,23.78,89.51,52,71,2.48,broken clouds,CD,2020-11-08 14:19:55
603,Solone,48.21,34.87,53.6,71,0,11.18,clear sky,UA,2020-11-08 14:19:55
604,Akersberga,59.48,18.3,46.0,74,31,1.77,scattered clouds,SE,2020-11-08 14:19:55
605,Ferrol,43.48,-8.24,62.6,82,40,14.99,scattered clouds,ES,2020-11-08 14:19:55
606,Nagua,19.38,-69.85,77.0,94,40,9.4,scattered clouds,DO,2020-11-08 14:19:55
607,Omsukchan,62.53,155.8,-5.06,87,100,4.29,overcast clouds,RU,2020-11-08 14:19:56
608,San Miguel,13.48,-88.18,75.2,100,40,1.1,scattered clouds,SV,2020-11-08 14:19:56
609,Udachnyy,66.42,112.4,-2.2,84,0,8.95,clear sky,RU,2020-11-08 14:15:26
610,Aleksandro-Nevskiy,53.48,40.21,48.0,86,100,18.14,light rain,RU,2020-11-08 14:19:58
611,Coihaique,-45.58,-72.07,57.2,62,0,3.36,clear sky,CL,2020-11-08 14:11:40
612,Iyo,33.75,132.7,53.01,73,0,1.99,clear sky,JP,2020-11-08 14:19:59
613,Kralendijk,12.15,-68.27,86.0,74,40,14.99,scattered clouds,BQ,2020-11-08 14:17:02
614,Mishelevka,52.86,103.17,32.18,95,0,5.17,clear sky,RU,2020-11-08 14:19:59
615,Zhangzhou,24.51,117.66,71.6,40,0,17.9,light rain,CN,2020-11-08 14:19:59
616,Araguacu,-12.93,-49.83,92.05,41,41,8.52,scattered clouds,BR,2020-11-08 14:19:59
617,Puerto Del Rosario,28.5,-13.86,73.4,69,40,10.29,scattered clouds,ES,2020-11-08 14:19:59
618,Kavaratti,10.57,72.64,84.11,73,0,5.64,clear sky,IN,2020-11-08 14:15:15
619,Keflavik,64.0,-22.56,41.0,80,75,10.29,broken clouds,IS,2020-11-08 14:20:00
620,Beyneu,45.32,55.2,43.57,61,35,12.53,scattered clouds,KZ,2020-11-08 14:20:00
621,Comodoro Rivadavia,-45.87,-67.5,75.2,44,0,2.24,clear sky,AR,2020-11-08 14:15:01
622,Coahuayana,18.73,-103.68,69.8,73,5,3.27,clear sky,MX,2020-11-08 14:16:01
623,Kawalu,-7.38,108.21,72.84,92,9,0.76,clear sky,ID,2020-11-08 14:20:00
624,Juneau,58.3,-134.42,28.4,79,90,11.41,overcast clouds,US,2020-11-08 14:15:30
625,Sola,-13.88,167.55,81.18,82,27,16.6,light rain,VU,2020-11-08 14:16:01
626,Honningsvag,70.98,25.97,36.97,79,100,27.54,light rain,NO,2020-11-08 14:15:38
627,Inhuma,-6.67,-41.71,89.28,46,0,9.57,clear sky,BR,2020-11-08 14:20:01
628,Ferme-Neuve,46.7,-75.45,53.6,81,89,4.7,overcast clouds,CA,2020-11-08 14:20:01
629,Puerto Cabezas,14.04,-83.39,78.8,94,40,5.03,scattered clouds,NI,2020-11-08 14:20:02
630,Brigantine,39.41,-74.36,59.0,87,1,4.65,clear sky,US,2020-11-08 14:15:42
631,Great Yarmouth,52.61,1.73,60.01,82,20,8.05,few clouds,GB,2020-11-08 14:20:02
632,Amli,20.28,73.02,77.81,50,0,2.08,clear sky,IN,2020-11-08 14:20:02
633,Lae,-6.72,146.98,78.1,76,100,3.06,light rain,PG,2020-11-08 14:20:03
634,Puerto Madryn,-42.77,-65.04,74.68,45,100,17.2,overcast clouds,AR,2020-11-08 14:20:03
635,Nouadhibou,20.93,-17.03,82.4,51,0,12.75,clear sky,MR,2020-11-08 14:14:41
636,Cordoba,-31.41,-64.18,73.0,56,0,11.41,light rain,AR,2020-11-08 14:16:18
637,Loa Janan,-0.58,117.09,75.02,92,10,2.04,clear sky,ID,2020-11-08 14:20:04
638,Baie-Comeau,49.22,-68.15,30.2,80,90,10.29,overcast clouds,CA,2020-11-08 14:14:27
639,Oktyabrskoye,43.06,44.74,51.8,53,0,4.47,clear sky,RU,2020-11-08 14:20:04
640,Kudahuvadhoo,2.67,72.89,84.78,71,42,5.35,scattered clouds,MV,2020-11-08 14:20:04
641,Turbat,26.0,63.04,76.82,31,0,8.84,clear sky,PK,2020-11-08 14:20:05
642,Humberto De Campos,-2.6,-43.46,91.29,49,36,11.34,scattered clouds,BR,2020-11-08 14:20:05
643,Santa Fe,-31.63,-60.7,80.01,51,100,7.0,overcast clouds,AR,2020-11-08 14:16:07
644,Avera,33.19,-82.53,68.0,82,90,10.29,overcast clouds,US,2020-11-08 14:15:03
645,Waipawa,-41.41,175.52,51.8,71,99,27.51,overcast clouds,NZ,2020-11-08 14:14:57
646,Machhlishahr,25.68,82.42,75.2,73,0,2.24,haze,IN,2020-11-08 14:20:05
647,San Andres,12.58,-81.7,82.4,83,40,13.87,scattered clouds,CO,2020-11-08 14:20:06
648,Sinnamary,5.38,-52.95,84.65,68,76,13.82,broken clouds,GF,2020-11-08 14:15:04
649,Pudozh,61.81,36.53,33.82,88,61,7.96,broken clouds,RU,2020-11-08 14:20:06
650,Berberati,4.26,15.79,82.54,64,96,1.63,overcast clouds,CF,2020-11-08 14:20:06
651,Kurilsk,45.23,147.88,39.15,74,62,12.39,broken clouds,RU,2020-11-08 14:20:06
652,Bairiki,1.33,172.98,80.6,78,40,8.05,scattered clouds,KI,2020-11-08 14:16:25
653,Pocatello,42.87,-112.45,30.2,92,90,14.99,mist,US,2020-11-08 14:20:07
654,Puri,19.8,85.85,75.2,69,0,6.55,haze,IN,2020-11-08 14:20:07
655,Kloulklubed,7.04,134.26,77.0,88,90,14.99,shower rain,PW,2020-11-08 14:20:07
656,Mitsamiouli,-11.38,43.28,81.36,75,33,11.05,scattered clouds,KM,2020-11-08 14:16:16
657,Bolotnoye,55.67,84.4,43.05,63,100,18.52,overcast clouds,RU,2020-11-08 14:20:07
658,Amga,60.9,131.96,-5.17,90,100,3.0,overcast clouds,RU,2020-11-08 14:20:07
659,Uddevalla,58.35,11.94,50.0,100,0,4.7,clear sky,SE,2020-11-08 14:20:07
660,Jaisalmer,26.91,70.92,77.22,18,0,2.21,clear sky,IN,2020-11-08 14:20:08
661,Valentin Gomez Farias,28.22,-106.58,52.68,71,0,6.67,clear sky,MX,2020-11-08 14:20:08
662,Vilyuysk,63.76,121.62,-9.18,90,8,4.14,clear sky,RU,2020-11-08 14:20:08
663,La Primavera,5.49,-70.41,83.32,75,100,2.15,moderate rain,CO,2020-11-08 14:15:53
664,Luebo,-5.35,21.42,89.11,50,52,3.89,broken clouds,CD,2020-11-08 14:20:08
665,Kasempa,-13.46,25.83,96.58,11,15,6.44,few clouds,ZM,2020-11-08 14:20:08
666,Camopi,3.17,-52.32,89.1,52,67,6.89,broken clouds,GF,2020-11-08 14:15:53
667,Ballater,57.05,-3.04,48.0,91,100,1.01,moderate rain,GB,2020-11-08 14:16:15
668,Seminole,28.71,-81.21,77.0,83,95,4.0,overcast clouds,US,2020-11-08 14:20:09
669,Bata,1.86,9.77,82.4,88,40,10.29,scattered clouds,GQ,2020-11-08 14:20:09
670,Ayagoz,47.97,80.44,48.81,41,100,7.4,overcast clouds,KZ,2020-11-08 14:15:01
671,Itoman,26.12,127.67,75.2,69,75,24.16,light rain,JP,2020-11-08 14:20:10
672,Raudeberg,61.99,5.14,46.0,96,43,16.04,scattered clouds,NO,2020-11-08 14:15:02
673,Itamarandiba,-17.86,-42.86,74.41,75,100,3.13,overcast clouds,BR,2020-11-08 14:20:10
674,Aksay,47.26,39.87,51.8,81,20,15.66,few clouds,RU,2020-11-08 14:20:10
675,Naze,28.37,129.48,71.6,64,75,16.11,broken clouds,JP,2020-11-08 14:14:35
676,Quelimane,-17.88,36.89,89.6,62,75,17.22,broken clouds,MZ,2020-11-08 14:16:32
677,Rongcheng,30.63,117.85,54.9,55,0,2.89,clear sky,CN,2020-11-08 14:20:11
678,Zonguldak,41.25,31.83,53.62,72,0,3.47,clear sky,TR,2020-11-08 14:14:56
679,Katangli,51.71,143.23,22.84,94,83,12.68,broken clouds,RU,2020-11-08 14:20:11
680,Ust-Uda,54.17,103.03,30.22,97,0,4.52,clear sky,RU,2020-11-08 14:20:11
681,Zgorzelec,51.15,15.01,50.0,65,0,4.0,clear sky,PL,2020-11-08 14:20:12
682,Nisko,50.52,22.14,55.99,57,0,2.24,clear sky,PL,2020-11-08 14:20:12
683,Vigrestad,58.57,5.7,48.0,93,47,0.16,scattered clouds,NO,2020-11-08 14:20:12
684,Lensk,60.73,114.93,2.61,88,74,3.27,broken clouds,RU,2020-11-08 14:20:12
685,Simoes,-7.6,-40.82,89.29,40,0,12.41,clear sky,BR,2020-11-08 14:20:12
686,Gamboma,-1.88,15.86,82.27,76,91,4.79,moderate rain,CG,2020-11-08 14:20:12
687,Mpika,-11.83,31.45,89.92,15,23,8.77,few clouds,ZM,2020-11-08 14:15:29
688,Jidong,45.22,131.08,23.34,96,85,8.03,overcast clouds,CN,2020-11-08 14:20:13
